filename,compound_name,area,cmpd_type,samp_type,day
230831_Poo_G5_NFEX-CatEx_Full6,"Glycine betaine 1(15N), 0(13C)",46057,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full7,"Glycine betaine 1(15N), 0(13C)",5591090,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full8,"Glycine betaine 1(15N), 0(13C)",5661046,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full9,"Glycine betaine 1(15N), 0(13C)",78246,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full10,"Glycine betaine 1(15N), 0(13C)",29459,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full11,"Glycine betaine 1(15N), 0(13C)",17292,Non-IS,Poo,NA
230831_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 1(15N), 0(13C)",607322,Non-IS,Smp,0
230831_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 1(15N), 0(13C)",32857,Non-IS,Smp,0
230831_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 1(15N), 0(13C)",442567,Non-IS,Smp,0
230831_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",3232347,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",35114,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",6026541,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",2624850,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",29889,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",3945013,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",62650,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",50713,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",1124085,Non-IS,Smp,6
230831_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",12195985,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",14589407,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",7803628,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",58109,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",36104,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",14107,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",26320,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",3729317,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",3354817,Non-IS,Smp,12
230831_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 1(15N), 0(13C)",19646066,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 1(15N), 0(13C)",9255674,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 1(15N), 0(13C)",23530070,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 1(15N), 0(13C)",24015,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 1(15N), 0(13C)",38611,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 1(15N), 0(13C)",24940,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 1(15N), 0(13C)",107874,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 1(15N), 0(13C)",9876576,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 1(15N), 0(13C)",1340916,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,"Glycine betaine 1(15N), 0(13C)",46127,Non-IS,Smp,24
230831_Smp_LabBlk_1_A,"Glycine betaine 1(15N), 0(13C)",15627,Non-IS,Smp,NA
230831_Smp_LabBlk_1_B,"Glycine betaine 1(15N), 0(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_1_C,"Glycine betaine 1(15N), 0(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_1_C_2ndInj,"Glycine betaine 1(15N), 0(13C)",50069,Non-IS,Smp,NA
230831_Smp_LabBlk_2_A,"Glycine betaine 1(15N), 0(13C)",26251,Non-IS,Smp,NA
230831_Smp_LabBlk_2_B,"Glycine betaine 1(15N), 0(13C)",94634,Non-IS,Smp,NA
230831_Smp_LabBlk_2_C,"Glycine betaine 1(15N), 0(13C)",199698,Non-IS,Smp,NA
230831_Smp_LabBlk_3_A,"Glycine betaine 1(15N), 0(13C)",44250,Non-IS,Smp,NA
230831_Smp_LabBlk_3_B,"Glycine betaine 1(15N), 0(13C)",13963,Non-IS,Smp,NA
230831_Smp_LabBlk_3_C,"Glycine betaine 1(15N), 0(13C)",36717,Non-IS,Smp,NA
230831_Smp_LabBlk_4_A,"Glycine betaine 1(15N), 0(13C)",48623,Non-IS,Smp,NA
230831_Smp_LabBlk_4_B,"Glycine betaine 1(15N), 0(13C)",139444,Non-IS,Smp,NA
230831_Smp_LabBlk_4_C,"Glycine betaine 1(15N), 0(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_5_A,"Glycine betaine 1(15N), 0(13C)",637466,Non-IS,Smp,NA
230831_Smp_LabBlk_5_B,"Glycine betaine 1(15N), 0(13C)",76794,Non-IS,Smp,NA
230831_Smp_LabBlk_5_C,"Glycine betaine 1(15N), 0(13C)",263362,Non-IS,Smp,NA
230831_Std_4uMStdsMix1InH2O_1,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Std,NA
230831_Std_4uMStdsMix1InH2O_2,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Std,NA
230831_Std_4uMStdsMix1InH2O_3,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_1,"Glycine betaine 1(15N), 1(13C)",36161,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_2,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_3,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_1,"Glycine betaine 1(15N), 1(13C)",82756,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_2,"Glycine betaine 1(15N), 1(13C)",117206,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_3,"Glycine betaine 1(15N), 1(13C)",139256,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_1,"Glycine betaine 1(15N), 1(13C)",226936,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_2,"Glycine betaine 1(15N), 1(13C)",135215,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 1(15N), 1(13C)",255901,Non-IS,Std,NA
230831_Std_H2OinMatrix_1,"Glycine betaine 1(15N), 1(13C)",160171,Non-IS,Std,NA
230831_Std_H2OinMatrix_2,"Glycine betaine 1(15N), 1(13C)",68386,Non-IS,Std,NA
230831_Std_H2OinMatrix_3,"Glycine betaine 1(15N), 1(13C)",56262,Non-IS,Std,NA
230831_Poo_G5_NFEX-CatEx_Full1,"Glycine betaine 1(15N), 1(13C)",166788,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full2,"Glycine betaine 1(15N), 1(13C)",180524,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full3,"Glycine betaine 1(15N), 1(13C)",194530,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full4,"Glycine betaine 1(15N), 1(13C)",130862,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full5,"Glycine betaine 1(15N), 1(13C)",219282,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full6,"Glycine betaine 1(15N), 1(13C)",126197,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full7,"Glycine betaine 1(15N), 1(13C)",123590,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full8,"Glycine betaine 1(15N), 1(13C)",195726,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full9,"Glycine betaine 1(15N), 1(13C)",145371,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full10,"Glycine betaine 1(15N), 1(13C)",103213,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full11,"Glycine betaine 1(15N), 1(13C)",176319,Non-IS,Poo,NA
230831_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,0
230831_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,0
230831_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,0
230831_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",65604,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",95416,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",221364,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",12858,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",9516,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",127189,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",11900,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",11798,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,6
230831_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",571921,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",752570,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",337357,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",23302,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",25563,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",92030,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",126079,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",36150,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",101637,Non-IS,Smp,12
230831_Smp_G5_NFEX_T24_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",974265,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",425775,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",1142243,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",65960,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",407842,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",186977,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",288379,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",6265,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",8324,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,"Glycine betaine 1(15N), 1(13C)",7769,Non-IS,Smp,24
230831_Smp_LabBlk_1_A,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_1_B,"Glycine betaine 1(15N), 1(13C)",5307,Non-IS,Smp,NA
230831_Smp_LabBlk_1_C,"Glycine betaine 1(15N), 1(13C)",7368,Non-IS,Smp,NA
230831_Smp_LabBlk_1_C_2ndInj,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_2_A,"Glycine betaine 1(15N), 1(13C)",13851,Non-IS,Smp,NA
230831_Smp_LabBlk_2_B,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_2_C,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_3_A,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_3_B,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_3_C,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_4_A,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_4_B,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_4_C,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_5_A,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_5_B,"Glycine betaine 1(15N), 1(13C)",NA,Non-IS,Smp,NA
230831_Smp_LabBlk_5_C,"Glycine betaine 1(15N), 1(13C)",4972,Non-IS,Smp,NA
230831_Std_4uMStdsMix1InH2O_1,"Guanine 0(15N), 0(13C)",7965181,Non-IS,Std,NA
230831_Std_4uMStdsMix1InH2O_2,"Guanine 0(15N), 0(13C)",764057,Non-IS,Std,NA
230831_Std_4uMStdsMix1InH2O_3,"Guanine 0(15N), 0(13C)",NA,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_1,"Guanine 0(15N), 0(13C)",7198418,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_2,"Guanine 0(15N), 0(13C)",6675051,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_3,"Guanine 0(15N), 0(13C)",13185,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_1,"Guanine 0(15N), 0(13C)",871925184,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_2,"Guanine 0(15N), 0(13C)",881071360,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_3,"Guanine 0(15N), 0(13C)",853970496,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_1,"Guanine 0(15N), 0(13C)",736538176,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_2,"Guanine 0(15N), 0(13C)",877896576,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_3,"Guanine 0(15N), 0(13C)",834406208,Non-IS,Std,NA
230831_Std_H2OinMatrix_1,"Guanine 0(15N), 0(13C)",4995656,Non-IS,Std,NA
230831_Std_H2OinMatrix_2,"Guanine 0(15N), 0(13C)",3804777,Non-IS,Std,NA
230831_Std_H2OinMatrix_3,"Guanine 0(15N), 0(13C)",4143690,Non-IS,Std,NA
230831_Poo_G5_NFEX-CatEx_Full1,"Guanine 0(15N), 0(13C)",6798775,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full2,"Guanine 0(15N), 0(13C)",6173645,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full3,"Guanine 0(15N), 0(13C)",17976,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full4,"Guanine 0(15N), 0(13C)",5912463,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full5,"Guanine 0(15N), 0(13C)",6656615,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full6,"Guanine 0(15N), 0(13C)",5411021,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full7,"Guanine 0(15N), 0(13C)",5393910,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full8,"Guanine 0(15N), 0(13C)",5935971,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full9,"Guanine 0(15N), 0(13C)",6322848,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full10,"Guanine 0(15N), 0(13C)",6215634,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full11,"Guanine 0(15N), 0(13C)",6812071,Non-IS,Poo,NA
230831_Smp_G5_NFEX_T0_Metab_A,"Guanine 0(15N), 0(13C)",14754,Non-IS,Smp,0
230831_Smp_G5_NFEX_T0_Metab_B,"Guanine 0(15N), 0(13C)",2178382,Non-IS,Smp,0
230831_Smp_G5_NFEX_T0_Metab_C,"Guanine 0(15N), 0(13C)",2703172,Non-IS,Smp,0
230831_Smp_G5_NFEX_T6_NH4_Metab_A,"Guanine 0(15N), 0(13C)",2115501,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NH4_Metab_B,"Guanine 0(15N), 0(13C)",1381343,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NH4_Metab_C,"Guanine 0(15N), 0(13C)",2565570,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_A,"Guanine 0(15N), 0(13C)",2608769,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_B,"Guanine 0(15N), 0(13C)",1522655,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_C,"Guanine 0(15N), 0(13C)",2075567,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_A,"Guanine 0(15N), 0(13C)",2431819,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_B,"Guanine 0(15N), 0(13C)",1866024,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_C,"Guanine 0(15N), 0(13C)",2516391,Non-IS,Smp,6
230831_Smp_G5_NFEX_T12_NH4_Metab_A,"Guanine 0(15N), 0(13C)",3576870,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NH4_Metab_B,"Guanine 0(15N), 0(13C)",9370868,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NH4_Metab_C,"Guanine 0(15N), 0(13C)",24265,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_A,"Guanine 0(15N), 0(13C)",25752,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_B,"Guanine 0(15N), 0(13C)",1896648,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_NO3_Metab_C,"Guanine 0(15N), 0(13C)",1569860,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_A,"Guanine 0(15N), 0(13C)",4436676,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_B,"Guanine 0(15N), 0(13C)",2496151,Non-IS,Smp,12
230831_Smp_G5_NFEX_T12_Urea_Metab_C,"Guanine 0(15N), 0(13C)",1667913,Non-IS,Smp,12
230831_Smp_G5_NFEX_T24_NH4_Metab_A,"Guanine 0(15N), 0(13C)",14107,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NH4_Metab_B,"Guanine 0(15N), 0(13C)",1221064,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NH4_Metab_C,"Guanine 0(15N), 0(13C)",1738237,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_A,"Guanine 0(15N), 0(13C)",1930192,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_B,"Guanine 0(15N), 0(13C)",36895536,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_NO3_Metab_C,"Guanine 0(15N), 0(13C)",1793819,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_A,"Guanine 0(15N), 0(13C)",1716052,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_B,"Guanine 0(15N), 0(13C)",1796295,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_C,"Guanine 0(15N), 0(13C)",10462,Non-IS,Smp,24
230831_Smp_G5_NFEX_T24_Urea_Metab_C_2ndInj,"Guanine 0(15N), 0(13C)",708703,Non-IS,Smp,24
230831_Smp_LabBlk_1_A,"Guanine 0(15N), 0(13C)",40073672,Non-IS,Smp,NA
230831_Smp_LabBlk_1_B,"Guanine 0(15N), 0(13C)",15072,Non-IS,Smp,NA
230831_Smp_LabBlk_1_C,"Guanine 0(15N), 0(13C)",452224,Non-IS,Smp,NA
230831_Smp_LabBlk_1_C_2ndInj,"Guanine 0(15N), 0(13C)",15606,Non-IS,Smp,NA
230831_Smp_LabBlk_2_A,"Guanine 0(15N), 0(13C)",28165,Non-IS,Smp,NA
230831_Smp_LabBlk_2_B,"Guanine 0(15N), 0(13C)",4006014,Non-IS,Smp,NA
230831_Smp_LabBlk_2_C,"Guanine 0(15N), 0(13C)",6744782,Non-IS,Smp,NA
230831_Smp_LabBlk_3_A,"Guanine 0(15N), 0(13C)",3202421,Non-IS,Smp,NA
230831_Smp_LabBlk_3_B,"Guanine 0(15N), 0(13C)",1899435,Non-IS,Smp,NA
230831_Smp_LabBlk_3_C,"Guanine 0(15N), 0(13C)",2433800,Non-IS,Smp,NA
230831_Smp_LabBlk_4_A,"Guanine 0(15N), 0(13C)",1478463,Non-IS,Smp,NA
230831_Smp_LabBlk_4_B,"Guanine 0(15N), 0(13C)",1780492,Non-IS,Smp,NA
230831_Smp_LabBlk_4_C,"Guanine 0(15N), 0(13C)",991352,Non-IS,Smp,NA
230831_Smp_LabBlk_5_A,"Guanine 0(15N), 0(13C)",903876,Non-IS,Smp,NA
230831_Smp_LabBlk_5_B,"Guanine 0(15N), 0(13C)",970688,Non-IS,Smp,NA
230831_Smp_LabBlk_5_C,"Guanine 0(15N), 0(13C)",7178,Non-IS,Smp,NA
230831_Std_4uMStdsMix1InH2O_1,"Guanine 0(15N), 1(13C)",81706,Non-IS,Std,NA
230831_Std_4uMStdsMix1InH2O_2,"Guanine 0(15N), 1(13C)",100675,Non-IS,Std,NA
230831_Std_4uMStdsMix1InH2O_3,"Guanine 0(15N), 1(13C)",NA,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_1,"Guanine 0(15N), 1(13C)",19656,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_2,"Guanine 0(15N), 1(13C)",27950,Non-IS,Std,NA
230831_Std_4uMStdsMix1InMatrix_3,"Guanine 0(15N), 1(13C)",12055,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_1,"Guanine 0(15N), 1(13C)",47596172,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_2,"Guanine 0(15N), 1(13C)",47293916,Non-IS,Std,NA
230831_Std_4uMStdsMix2InH2O_3,"Guanine 0(15N), 1(13C)",45172504,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_1,"Guanine 0(15N), 1(13C)",39107628,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_2,"Guanine 0(15N), 1(13C)",47465036,Non-IS,Std,NA
230831_Std_4uMStdsMix2InMatrix_3,"Guanine 0(15N), 1(13C)",44881916,Non-IS,Std,NA
230831_Std_H2OinMatrix_1,"Guanine 0(15N), 1(13C)",185380,Non-IS,Std,NA
230831_Std_H2OinMatrix_2,"Guanine 0(15N), 1(13C)",177917,Non-IS,Std,NA
230831_Std_H2OinMatrix_3,"Guanine 0(15N), 1(13C)",155478,Non-IS,Std,NA
230831_Poo_G5_NFEX-CatEx_Full1,"Guanine 0(15N), 1(13C)",308296,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full2,"Guanine 0(15N), 1(13C)",285925,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full3,"Guanine 0(15N), 1(13C)",269778,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full4,"Guanine 0(15N), 1(13C)",238691,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full5,"Guanine 0(15N), 1(13C)",295280,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full6,"Guanine 0(15N), 1(13C)",248887,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full7,"Guanine 0(15N), 1(13C)",237833,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full8,"Guanine 0(15N), 1(13C)",230972,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full9,"Guanine 0(15N), 1(13C)",262281,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full10,"Guanine 0(15N), 1(13C)",264193,Non-IS,Poo,NA
230831_Poo_G5_NFEX-CatEx_Full11,"Guanine 0(15N), 1(13C)",316641,Non-IS,Poo,NA
230831_Smp_G5_NFEX_T0_Metab_A,"Guanine 0(15N), 1(13C)",62813,Non-IS,Smp,0
230831_Smp_G5_NFEX_T0_Metab_B,"Guanine 0(15N), 1(13C)",47451,Non-IS,Smp,0
230831_Smp_G5_NFEX_T0_Metab_C,"Guanine 0(15N), 1(13C)",87753,Non-IS,Smp,0
230831_Smp_G5_NFEX_T6_NH4_Metab_A,"Guanine 0(15N), 1(13C)",26030,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NH4_Metab_B,"Guanine 0(15N), 1(13C)",6068,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NH4_Metab_C,"Guanine 0(15N), 1(13C)",29351,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_A,"Guanine 0(15N), 1(13C)",39782,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_B,"Guanine 0(15N), 1(13C)",NA,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_NO3_Metab_C,"Guanine 0(15N), 1(13C)",23602,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_A,"Guanine 0(15N), 1(13C)",57158,Non-IS,Smp,6
230831_Smp_G5_NFEX_T6_Urea_Metab_B,"Guanine 0(15N), 1(13C)",22923,Non-IS,Smp,6
