filename,compound_name,conc_um
230810_Std_4uMStdsMix2InH2O_1,"L- Glutamine 1(15N), 0(13C)",NA
230810_Std_4uMStdsMix2InH2O_2,"L- Glutamine 1(15N), 0(13C)",NA
230810_Std_4uMStdsMix2InH2O_3,"L- Glutamine 1(15N), 0(13C)",NA
230810_Std_4uMStdsMix2InMatrix_1,"L- Glutamine 1(15N), 0(13C)",1.6908901636587386
230810_Std_4uMStdsMix2InMatrix_2,"L- Glutamine 1(15N), 0(13C)",1.5894357508167927
230810_Std_4uMStdsMix2InMatrix_3,"L- Glutamine 1(15N), 0(13C)",1.6342305584205359
230810_Std_H2OinMatrix_1,"L- Glutamine 1(15N), 0(13C)",1.7163703865678595
230810_Std_H2OinMatrix_2,"L- Glutamine 1(15N), 0(13C)",1.6920105073104308
230810_Std_H2OinMatrix_3,"L- Glutamine 1(15N), 0(13C)",1.7002756159701686
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"L- Glutamine 1(15N), 0(13C)",1.2609663785009535
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"L- Glutamine 1(15N), 0(13C)",1.9498842209725438
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"L- Glutamine 1(15N), 0(13C)",0.054713005232322615
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"L- Glutamine 1(15N), 0(13C)",0.657041300458894
230810_Poo_G5_NFEX_Full1,"L- Glutamine 1(15N), 0(13C)",1.685404745157051
230810_Poo_G5_NFEX_Full2,"L- Glutamine 1(15N), 0(13C)",1.6829518837496347
230810_Poo_G5_NFEX_Full3,"L- Glutamine 1(15N), 0(13C)",1.666107783403047
230810_Poo_G5_NFEX_Full4,"L- Glutamine 1(15N), 0(13C)",1.6622369279477494
230810_Poo_G5_NFEX_Full5,"L- Glutamine 1(15N), 0(13C)",1.6897073865173913
230810_Poo_G5_NFEX_Full6,"L- Glutamine 1(15N), 0(13C)",1.6385756890358902
230810_Poo_G5_NFEX_Full7,"L- Glutamine 1(15N), 0(13C)",1.6810889087301186
230810_Poo_G5_NFEX_Full8,"L- Glutamine 1(15N), 0(13C)",1.697767941311778
230810_Poo_G5_NFEX_Full9,"L- Glutamine 1(15N), 0(13C)",1.755822484639945
230810_Poo_G5_NFEX_Full10,"L- Glutamine 1(15N), 0(13C)",1.692610026695403
230810_Poo_G5_NFEX_Full11,"L- Glutamine 1(15N), 0(13C)",1.6742628209359118
230810_Smp_G5_NFEX_T0_Metab_A,"L- Glutamine 1(15N), 0(13C)",0.021970372095802795
230810_Smp_G5_NFEX_T0_Metab_B,"L- Glutamine 1(15N), 0(13C)",0.024109217017156518
230810_Smp_G5_NFEX_T0_Metab_C,"L- Glutamine 1(15N), 0(13C)",0.024261519828141502
230810_Smp_G5_NFEX_T6_NH4_Metab_A,"L- Glutamine 1(15N), 0(13C)",11.103123744080499
230810_Smp_G5_NFEX_T6_NH4_Metab_B,"L- Glutamine 1(15N), 0(13C)",8.571641061736406
230810_Smp_G5_NFEX_T6_NH4_Metab_C,"L- Glutamine 1(15N), 0(13C)",8.179558848266671
230810_Smp_G5_NFEX_T6_NO3_Metab_A,"L- Glutamine 1(15N), 0(13C)",0.5155180615706579
230810_Smp_G5_NFEX_T6_NO3_Metab_B,"L- Glutamine 1(15N), 0(13C)",0.4510818390357204
230810_Smp_G5_NFEX_T6_NO3_Metab_C,"L- Glutamine 1(15N), 0(13C)",0.7119813672949118
230810_Smp_G5_NFEX_T6_Urea_Metab_A,"L- Glutamine 1(15N), 0(13C)",0.9178834722779291
230810_Smp_G5_NFEX_T6_Urea_Metab_B,"L- Glutamine 1(15N), 0(13C)",0.9185312855962084
230810_Smp_G5_NFEX_T6_Urea_Metab_C,"L- Glutamine 1(15N), 0(13C)",0.9115387520311276
230810_Smp_G5_NFEX_T12_NH4_Metab_A,"L- Glutamine 1(15N), 0(13C)",8.837445436127581
230810_Smp_G5_NFEX_T12_NH4_Metab_B,"L- Glutamine 1(15N), 0(13C)",8.565919991311809
230810_Smp_G5_NFEX_T12_NH4_Metab_C,"L- Glutamine 1(15N), 0(13C)",9.66820114382448
230810_Smp_G5_NFEX_T12_NO3_Metab_A,"L- Glutamine 1(15N), 0(13C)",1.302523410524271
230810_Smp_G5_NFEX_T12_NO3_Metab_B,"L- Glutamine 1(15N), 0(13C)",0.9308569764612358
230810_Smp_G5_NFEX_T12_NO3_Metab_C,"L- Glutamine 1(15N), 0(13C)",0.9426508462582666
230810_Smp_G5_NFEX_T12_Urea_Metab_A,"L- Glutamine 1(15N), 0(13C)",1.4584247254380125
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"L- Glutamine 1(15N), 0(13C)",1.4736346594586955
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"L- Glutamine 1(15N), 0(13C)",1.6069211814096775
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"L- Glutamine 1(15N), 0(13C)",9.175112005700814
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"L- Glutamine 1(15N), 0(13C)",10.765192037283253
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"L- Glutamine 1(15N), 0(13C)",6.878476740536129
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"L- Glutamine 1(15N), 0(13C)",0.7415334312319176
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"L- Glutamine 1(15N), 0(13C)",0.5437180232288292
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"L- Glutamine 1(15N), 0(13C)",0.6477819844456314
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"L- Glutamine 1(15N), 0(13C)",1.6730432673879825
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"L- Glutamine 1(15N), 0(13C)",1.6243608938011684
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"L- Glutamine 1(15N), 0(13C)",2.0588378356293195
230810_Std_4uMStdsMix1InH2O_1,"L- Glutamine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix1InH2O_2,"L- Glutamine 1(15N), 1(13C)",9.143409505591653e-4
230810_Std_4uMStdsMix1InH2O_3,"L- Glutamine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix1InMatrix_1,"L- Glutamine 1(15N), 1(13C)",0.011709478339328581
230810_Std_4uMStdsMix1InMatrix_2,"L- Glutamine 1(15N), 1(13C)",0.005185896455964982
230810_Std_4uMStdsMix1InMatrix_3,"L- Glutamine 1(15N), 1(13C)",0.007732912348210627
230810_Std_4uMStdsMix2InH2O_1,"L- Glutamine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix2InH2O_2,"L- Glutamine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix2InH2O_3,"L- Glutamine 1(15N), 1(13C)",NA
230810_Std_4uMStdsMix2InMatrix_1,"L- Glutamine 1(15N), 1(13C)",0.021858140295413057
230810_Std_4uMStdsMix2InMatrix_2,"L- Glutamine 1(15N), 1(13C)",0.054861974573823975
230810_Std_4uMStdsMix2InMatrix_3,"L- Glutamine 1(15N), 1(13C)",0.058785425743901484
230810_Std_H2OinMatrix_1,"L- Glutamine 1(15N), 1(13C)",0.05687812981449964
230810_Std_H2OinMatrix_2,"L- Glutamine 1(15N), 1(13C)",0.0580404712839848
230810_Std_H2OinMatrix_3,"L- Glutamine 1(15N), 1(13C)",0.05712255617026451
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"L- Glutamine 1(15N), 1(13C)",NA
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"L- Glutamine 1(15N), 1(13C)",NA
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"L- Glutamine 1(15N), 1(13C)",NA
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"L- Glutamine 1(15N), 1(13C)",NA
230810_Poo_G5_NFEX_Full1,"L- Glutamine 1(15N), 1(13C)",0.07965219861492112
230810_Poo_G5_NFEX_Full2,"L- Glutamine 1(15N), 1(13C)",0.07836485590843183
230810_Poo_G5_NFEX_Full3,"L- Glutamine 1(15N), 1(13C)",0.06526271963052067
230810_Poo_G5_NFEX_Full4,"L- Glutamine 1(15N), 1(13C)",0.07808412231157158
230810_Poo_G5_NFEX_Full5,"L- Glutamine 1(15N), 1(13C)",0.08063055903616768
230810_Poo_G5_NFEX_Full6,"L- Glutamine 1(15N), 1(13C)",0.06219866394171273
230810_Poo_G5_NFEX_Full7,"L- Glutamine 1(15N), 1(13C)",0.07643652794110595
230810_Poo_G5_NFEX_Full8,"L- Glutamine 1(15N), 1(13C)",0.07522974314254516
230810_Poo_G5_NFEX_Full9,"L- Glutamine 1(15N), 1(13C)",0.07740646346479291
230810_Poo_G5_NFEX_Full10,"L- Glutamine 1(15N), 1(13C)",0.07162597046361834
230810_Poo_G5_NFEX_Full11,"L- Glutamine 1(15N), 1(13C)",0.08992713352253977
230810_Smp_G5_NFEX_T0_Metab_A,"L- Glutamine 1(15N), 1(13C)",NA
230810_Smp_G5_NFEX_T0_Metab_B,"L- Glutamine 1(15N), 1(13C)",NA
230810_Smp_G5_NFEX_T0_Metab_C,"L- Glutamine 1(15N), 1(13C)",9.21387024973162e-4
230810_Smp_G5_NFEX_T6_NH4_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.5204807968669126
230810_Smp_G5_NFEX_T6_NH4_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.3790433085082554
230810_Smp_G5_NFEX_T6_NH4_Metab_C,"L- Glutamine 1(15N), 1(13C)",0.4015146775630949
230810_Smp_G5_NFEX_T6_NO3_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.013938343160095725
230810_Smp_G5_NFEX_T6_NO3_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.006111657615484616
230810_Smp_G5_NFEX_T6_NO3_Metab_C,"L- Glutamine 1(15N), 1(13C)",0.03339277619319582
230810_Smp_G5_NFEX_T6_Urea_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.03294789108930495
230810_Smp_G5_NFEX_T6_Urea_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.042209797302214344
230810_Smp_G5_NFEX_T6_Urea_Metab_C,"L- Glutamine 1(15N), 1(13C)",0.042435834422134694
230810_Smp_G5_NFEX_T12_NH4_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.3813044245889512
230810_Smp_G5_NFEX_T12_NH4_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.38768504578276247
230810_Smp_G5_NFEX_T12_NH4_Metab_C,"L- Glutamine 1(15N), 1(13C)",0.42028395588677764
230810_Smp_G5_NFEX_T12_NO3_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.05439868082360641
230810_Smp_G5_NFEX_T12_NO3_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.03246048832234114
230810_Smp_G5_NFEX_T12_NO3_Metab_C,"L- Glutamine 1(15N), 1(13C)",8.287533674836065e-4
230810_Smp_G5_NFEX_T12_Urea_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.06893355510984087
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.060725876510365075
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"L- Glutamine 1(15N), 1(13C)",0.08235369557885897
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.4150025043532849
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.5011409506288128
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"L- Glutamine 1(15N), 1(13C)",0.30553179735074393
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.03197699765588512
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.03060295235937903
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"L- Glutamine 1(15N), 1(13C)",0.024880200027597395
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"L- Glutamine 1(15N), 1(13C)",0.08289275148902531
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"L- Glutamine 1(15N), 1(13C)",0.08173627474811614
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"L- Glutamine 1(15N), 1(13C)",0.11250369072123785
230810_Std_4uMStdsMix1InH2O_1,"L- Glutamine 2(15N), 0(13C)",NA
230810_Std_4uMStdsMix1InH2O_2,"L- Glutamine 2(15N), 0(13C)",4.89908746529889e-4
230810_Std_4uMStdsMix1InH2O_3,"L- Glutamine 2(15N), 0(13C)",NA
230810_Std_4uMStdsMix1InMatrix_1,"L- Glutamine 2(15N), 0(13C)",0.21262514464836985
230810_Std_4uMStdsMix1InMatrix_2,"L- Glutamine 2(15N), 0(13C)",0.16296342540451741
230810_Std_4uMStdsMix1InMatrix_3,"L- Glutamine 2(15N), 0(13C)",0.15551761976727524
230810_Std_4uMStdsMix2InH2O_1,"L- Glutamine 2(15N), 0(13C)",NA
230810_Std_4uMStdsMix2InH2O_2,"L- Glutamine 2(15N), 0(13C)",NA
230810_Std_4uMStdsMix2InH2O_3,"L- Glutamine 2(15N), 0(13C)",NA
230810_Std_4uMStdsMix2InMatrix_1,"L- Glutamine 2(15N), 0(13C)",1.4135255673815743
230810_Std_4uMStdsMix2InMatrix_2,"L- Glutamine 2(15N), 0(13C)",1.3969650396045983
230810_Std_4uMStdsMix2InMatrix_3,"L- Glutamine 2(15N), 0(13C)",1.4534680420335593
230810_Std_H2OinMatrix_1,"L- Glutamine 2(15N), 0(13C)",1.4072546706275995
230810_Std_H2OinMatrix_2,"L- Glutamine 2(15N), 0(13C)",1.4318393489647248
230810_Std_H2OinMatrix_3,"L- Glutamine 2(15N), 0(13C)",1.3884207720768105
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"L- Glutamine 2(15N), 0(13C)",1.1644181943997738
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"L- Glutamine 2(15N), 0(13C)",0.8756631259112239
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"L- Glutamine 2(15N), 0(13C)",NA
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"L- Glutamine 2(15N), 0(13C)",0.0727494749941666
230810_Poo_G5_NFEX_Full1,"L- Glutamine 2(15N), 0(13C)",1.3648458016323712
230810_Poo_G5_NFEX_Full2,"L- Glutamine 2(15N), 0(13C)",1.4019592683099948
230810_Poo_G5_NFEX_Full3,"L- Glutamine 2(15N), 0(13C)",1.3991471242807751
230810_Poo_G5_NFEX_Full4,"L- Glutamine 2(15N), 0(13C)",1.3654610374542437
230810_Poo_G5_NFEX_Full5,"L- Glutamine 2(15N), 0(13C)",1.381965001750392
230810_Poo_G5_NFEX_Full6,"L- Glutamine 2(15N), 0(13C)",1.373306291508406
230810_Poo_G5_NFEX_Full7,"L- Glutamine 2(15N), 0(13C)",1.3872089030679686
230810_Poo_G5_NFEX_Full8,"L- Glutamine 2(15N), 0(13C)",1.3800556124407701
230810_Poo_G5_NFEX_Full9,"L- Glutamine 2(15N), 0(13C)",1.403571668292608
230810_Poo_G5_NFEX_Full10,"L- Glutamine 2(15N), 0(13C)",1.3940810903480199
230810_Poo_G5_NFEX_Full11,"L- Glutamine 2(15N), 0(13C)",1.4128638373704705
230810_Smp_G5_NFEX_T0_Metab_A,"L- Glutamine 2(15N), 0(13C)",NA
230810_Smp_G5_NFEX_T0_Metab_B,"L- Glutamine 2(15N), 0(13C)",NA
230810_Smp_G5_NFEX_T0_Metab_C,"L- Glutamine 2(15N), 0(13C)",NA
230810_Smp_G5_NFEX_T6_NH4_Metab_A,"L- Glutamine 2(15N), 0(13C)",13.440709822699878
230810_Smp_G5_NFEX_T6_NH4_Metab_B,"L- Glutamine 2(15N), 0(13C)",8.082401828282096
230810_Smp_G5_NFEX_T6_NH4_Metab_C,"L- Glutamine 2(15N), 0(13C)",9.557358926285463
230810_Smp_G5_NFEX_T6_NO3_Metab_A,"L- Glutamine 2(15N), 0(13C)",0.17772017364533801
230810_Smp_G5_NFEX_T6_NO3_Metab_B,"L- Glutamine 2(15N), 0(13C)",0.187152871037169
230810_Smp_G5_NFEX_T6_NO3_Metab_C,"L- Glutamine 2(15N), 0(13C)",0.3412073193661992
230810_Smp_G5_NFEX_T6_Urea_Metab_A,"L- Glutamine 2(15N), 0(13C)",0.5587030622831701
230810_Smp_G5_NFEX_T6_Urea_Metab_B,"L- Glutamine 2(15N), 0(13C)",0.4801888403995278
230810_Smp_G5_NFEX_T6_Urea_Metab_C,"L- Glutamine 2(15N), 0(13C)",0.641838006236849
230810_Smp_G5_NFEX_T12_NH4_Metab_A,"L- Glutamine 2(15N), 0(13C)",9.250593722788558
230810_Smp_G5_NFEX_T12_NH4_Metab_B,"L- Glutamine 2(15N), 0(13C)",7.964213048759367
230810_Smp_G5_NFEX_T12_NH4_Metab_C,"L- Glutamine 2(15N), 0(13C)",10.58834986079198
230810_Smp_G5_NFEX_T12_NO3_Metab_A,"L- Glutamine 2(15N), 0(13C)",0.6131179881172365
230810_Smp_G5_NFEX_T12_NO3_Metab_B,"L- Glutamine 2(15N), 0(13C)",0.4211306443180971
230810_Smp_G5_NFEX_T12_NO3_Metab_C,"L- Glutamine 2(15N), 0(13C)",0.37080047667986504
230810_Smp_G5_NFEX_T12_Urea_Metab_A,"L- Glutamine 2(15N), 0(13C)",0.8888915552731093
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"L- Glutamine 2(15N), 0(13C)",0.8070360056401984
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"L- Glutamine 2(15N), 0(13C)",0.9109794558305568
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"L- Glutamine 2(15N), 0(13C)",11.039399949095316
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"L- Glutamine 2(15N), 0(13C)",12.405621042479057
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"L- Glutamine 2(15N), 0(13C)",7.9602626655785045
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"L- Glutamine 2(15N), 0(13C)",0.09190997326103292
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"L- Glutamine 2(15N), 0(13C)",0.06232591528614365
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"L- Glutamine 2(15N), 0(13C)",0.07838703845310026
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"L- Glutamine 2(15N), 0(13C)",0.6172317311462254
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"L- Glutamine 2(15N), 0(13C)",0.5788144716019863
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"L- Glutamine 2(15N), 0(13C)",0.8635527123093202
230810_Std_4uMStdsMix1InH2O_1,"L- Glutamine 2(15N), 1(13C)",NA
230810_Std_4uMStdsMix1InH2O_2,"L- Glutamine 2(15N), 1(13C)",9.507572700811968e-4
230810_Std_4uMStdsMix1InH2O_3,"L- Glutamine 2(15N), 1(13C)",NA
230810_Std_4uMStdsMix1InMatrix_1,"L- Glutamine 2(15N), 1(13C)",0.008801224130570122
230810_Std_4uMStdsMix1InMatrix_2,"L- Glutamine 2(15N), 1(13C)",0.015848914511516956
230810_Std_4uMStdsMix1InMatrix_3,"L- Glutamine 2(15N), 1(13C)",0.004476302947685861
230810_Std_4uMStdsMix2InH2O_1,"L- Glutamine 2(15N), 1(13C)",5.1738164416339085
230810_Std_4uMStdsMix2InH2O_2,"L- Glutamine 2(15N), 1(13C)",12.716933187294632
230810_Std_4uMStdsMix2InH2O_3,"L- Glutamine 2(15N), 1(13C)",NA
230810_Std_4uMStdsMix2InMatrix_1,"L- Glutamine 2(15N), 1(13C)",0.060181501540122743
230810_Std_4uMStdsMix2InMatrix_2,"L- Glutamine 2(15N), 1(13C)",0.013281322714830186
230810_Std_4uMStdsMix2InMatrix_3,"L- Glutamine 2(15N), 1(13C)",0.07304920568637455
230810_Std_H2OinMatrix_1,"L- Glutamine 2(15N), 1(13C)",0.06537867065974806
230810_Std_H2OinMatrix_2,"L- Glutamine 2(15N), 1(13C)",0.04189667968660164
230810_Std_H2OinMatrix_3,"L- Glutamine 2(15N), 1(13C)",0.05144319678497164
230810_Blk_G5_NFEX_T24_NH4_Blk_A,"L- Glutamine 2(15N), 1(13C)",0.028555370375784983
230810_Blk_G5_NFEX_T24_NH4_Blk_B,"L- Glutamine 2(15N), 1(13C)",NA
230810_Blk_G5_NFEX_T24_NO3_Blk_A,"L- Glutamine 2(15N), 1(13C)",NA
230810_Blk_G5_NFEX_T24_Urea_Blk_A,"L- Glutamine 2(15N), 1(13C)",0.036817297969977444
230810_Poo_G5_NFEX_Full1,"L- Glutamine 2(15N), 1(13C)",0.061225776182072957
230810_Poo_G5_NFEX_Full2,"L- Glutamine 2(15N), 1(13C)",0.06514908773809008
230810_Poo_G5_NFEX_Full3,"L- Glutamine 2(15N), 1(13C)",0.0619358604837827
230810_Poo_G5_NFEX_Full4,"L- Glutamine 2(15N), 1(13C)",0.05503486164077506
230810_Poo_G5_NFEX_Full5,"L- Glutamine 2(15N), 1(13C)",0.06290227331737999
230810_Poo_G5_NFEX_Full6,"L- Glutamine 2(15N), 1(13C)",0.07012679993495942
230810_Poo_G5_NFEX_Full7,"L- Glutamine 2(15N), 1(13C)",0.06066688250490753
230810_Poo_G5_NFEX_Full8,"L- Glutamine 2(15N), 1(13C)",0.06870996421975481
230810_Poo_G5_NFEX_Full9,"L- Glutamine 2(15N), 1(13C)",0.06133038408210623
230810_Poo_G5_NFEX_Full10,"L- Glutamine 2(15N), 1(13C)",0.07333900712693786
230810_Poo_G5_NFEX_Full11,"L- Glutamine 2(15N), 1(13C)",0.0561651376146789
230810_Smp_G5_NFEX_T0_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.03397699717470134
230810_Smp_G5_NFEX_T0_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.015941329184248395
230810_Smp_G5_NFEX_T0_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.018057325779171806
230810_Smp_G5_NFEX_T6_NH4_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.7070467524088492
230810_Smp_G5_NFEX_T6_NH4_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.43972810919952077
230810_Smp_G5_NFEX_T6_NH4_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.5507996866026855
230810_Smp_G5_NFEX_T6_NO3_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.08002477846608116
230810_Smp_G5_NFEX_T6_NO3_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.009650380512207376
230810_Smp_G5_NFEX_T6_NO3_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.08078379510939684
230810_Smp_G5_NFEX_T6_Urea_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.008357877963206624
230810_Smp_G5_NFEX_T6_Urea_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.01856568010350525
230810_Smp_G5_NFEX_T6_Urea_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.020650476067027024
230810_Smp_G5_NFEX_T12_NH4_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.4757401171045375
230810_Smp_G5_NFEX_T12_NH4_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.4387791506114882
230810_Smp_G5_NFEX_T12_NH4_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.5761795644703592
230810_Smp_G5_NFEX_T12_NO3_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.339348066911661
230810_Smp_G5_NFEX_T12_NO3_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.005490434183546629
230810_Smp_G5_NFEX_T12_NO3_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.013634734472887163
230810_Smp_G5_NFEX_T12_Urea_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.04700716345547111
230810_Smp_G5_NFEX_T12_Urea_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.044291941743170686
230810_Smp_G5_NFEX_T12_Urea_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.05241270496175739
230810_Smp_G5_NFEX_T24_NH4_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.5814542365937992
230810_Smp_G5_NFEX_T24_NH4_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.6379101845216872
230810_Smp_G5_NFEX_T24_NH4_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.3557411011362923
230810_Smp_G5_NFEX_T24_NO3_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.031544976062451845
230810_Smp_G5_NFEX_T24_NO3_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.02313045354292835
230810_Smp_G5_NFEX_T24_NO3_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.01867815499577311
230810_Smp_G5_NFEX_T24_Urea_Metab_A,"L- Glutamine 2(15N), 1(13C)",0.02451123315186762
230810_Smp_G5_NFEX_T24_Urea_Metab_B,"L- Glutamine 2(15N), 1(13C)",0.029449865480046897
230810_Smp_G5_NFEX_T24_Urea_Metab_C,"L- Glutamine 2(15N), 1(13C)",0.04831848194381568
