filename,compound_name,bmised_area
230831_Std_4uMStdsMix2InMatrix_3,"Glycine betaine 1(15N), 1(13C)",364089.3076632169
230831_Std_H2OinMatrix_1,"Glycine betaine 1(15N), 1(13C)",213722.0056969144
230831_Std_H2OinMatrix_2,"Glycine betaine 1(15N), 1(13C)",103098.39900657427
230831_Std_H2OinMatrix_3,"Glycine betaine 1(15N), 1(13C)",86541.65438276941
230831_Poo_G5_NFEX-CatEx_Full1,"Glycine betaine 1(15N), 1(13C)",147679.45968060888
230831_Poo_G5_NFEX-CatEx_Full2,"Glycine betaine 1(15N), 1(13C)",167600.50091140403
230831_Poo_G5_NFEX-CatEx_Full3,"Glycine betaine 1(15N), 1(13C)",182469.19931462427
230831_Poo_G5_NFEX-CatEx_Full4,"Glycine betaine 1(15N), 1(13C)",121101.65908814326
230831_Poo_G5_NFEX-CatEx_Full5,"Glycine betaine 1(15N), 1(13C)",197246.5930362955
230831_Poo_G5_NFEX-CatEx_Full6,"Glycine betaine 1(15N), 1(13C)",119073.9954205642
230831_Poo_G5_NFEX-CatEx_Full7,"Glycine betaine 1(15N), 1(13C)",115053.19021313707
230831_Poo_G5_NFEX-CatEx_Full8,"Glycine betaine 1(15N), 1(13C)",176954.41129237006
230831_Poo_G5_NFEX-CatEx_Full9,"Glycine betaine 1(15N), 1(13C)",134479.2843486709
230831_Poo_G5_NFEX-CatEx_Full10,"Glycine betaine 1(15N), 1(13C)",95061.71523679604
230831_Poo_G5_NFEX-CatEx_Full11,"Glycine betaine 1(15N), 1(13C)",164527.66150636403
230831_Smp_G5_NFEX_T0_Metab_A,"Glycine betaine 1(15N), 1(13C)",NA
230831_Smp_G5_NFEX_T0_Metab_B,"Glycine betaine 1(15N), 1(13C)",NA
230831_Smp_G5_NFEX_T0_Metab_C,"Glycine betaine 1(15N), 1(13C)",NA
230831_Smp_G5_NFEX_T6_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",74701.91505177866
230831_Smp_G5_NFEX_T6_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",98363.02611399422
230831_Smp_G5_NFEX_T6_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",186434.58488752914
230831_Smp_G5_NFEX_T6_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",13052.58422955014
230831_Smp_G5_NFEX_T6_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",9688.98981996473
230831_Smp_G5_NFEX_T6_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",125952.17498423935
230831_Smp_G5_NFEX_T6_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",8269.468960556707
230831_Smp_G5_NFEX_T6_Urea_Metab_B,"Glycine betaine 1(15N), 1(13C)",11368.038141437437
230831_Smp_G5_NFEX_T6_Urea_Metab_C,"Glycine betaine 1(15N), 1(13C)",NA
230831_Smp_G5_NFEX_T12_NH4_Metab_A,"Glycine betaine 1(15N), 1(13C)",501351.79543273407
230831_Smp_G5_NFEX_T12_NH4_Metab_B,"Glycine betaine 1(15N), 1(13C)",666829.711447714
230831_Smp_G5_NFEX_T12_NH4_Metab_C,"Glycine betaine 1(15N), 1(13C)",257527.6857578984
230831_Smp_G5_NFEX_T12_NO3_Metab_A,"Glycine betaine 1(15N), 1(13C)",24708.37168029478
230831_Smp_G5_NFEX_T12_NO3_Metab_B,"Glycine betaine 1(15N), 1(13C)",24441.363158770622
230831_Smp_G5_NFEX_T12_NO3_Metab_C,"Glycine betaine 1(15N), 1(13C)",171223.06675647487
230831_Smp_G5_NFEX_T12_Urea_Metab_A,"Glycine betaine 1(15N), 1(13C)",92777.11501584972
